"ITAG","cluster","AGI","gene_name"
"Solyc01g005790",10,"AT1G10330","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G66520.1); similar to Pentatricopeptide repeat [Medicago truncatula] (GB:ABE89006.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"Solyc01g005850",17,NA,NA
"Solyc01g005860",17,NA,NA
"Solyc01g005880",17,NA,NA
"Solyc01g005970",1,"AT1G55270","kelch repeat-containing F-box family protein; similar to kelch repeat-containing F-box family protein [Arabidopsis thaliana] (TAIR:AT1G22040.1); similar to Cyclin-like F-box; Serine/threonine protein phosphatase, BSU1 [Medicago truncatula] (GB:ABE78679.1); similar to Os10g0409900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064574.1); similar to Cyclin-like F-box [Medicago truncatula] (GB:ABE86510.1); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810); contains InterPro domain Galactose oxidase, central; (InterPro:IPR011043); contains InterPro domain Kelch repeat; (InterPro:IPR006652)"
"Solyc01g006080",31,NA,NA
"Solyc01g006150",2,"AT3G58060","cation efflux family protein / metal tolerance protein, putative (MTPc3); similar to cation efflux family protein [Arabidopsis thaliana] (TAIR:AT1G16310.1); similar to cation efflux family protein [Arabidopsis thaliana] (TAIR:AT2G39450.1); similar to cation efflux family protein [Arabidopsis thaliana] (TAIR:AT1G79520.1); similar to Cation efflux protein [Medicago truncatula] (GB:ABE77706.1); contains InterPro domain Cation efflux protein; (InterPro:IPR002524)"
"Solyc01g006200",31,NA,NA
"Solyc01g006340",1,"AT3G02065","ATP binding / ATP-dependent helicase; Identical to DEAD-box ATP-dependent RNA helicase 41 (EC 3.6.1.-) (RH41) [Arabidopsis Thaliana] (GB:Q3EBD3;GB:Q8VZ85); similar to DEAD box RNA helicase, putative [Arabidopsis thaliana] (TAIR:AT2G42520.1); similar to putative DEAD box [Oryza sativa (japonica cultivar-group)] (GB:BAD15860.1); contains InterPro domain DEAD/DEAH box helicase; (InterPro:IPR001410); contains InterPro domain Zinc finger, HIT-type; (InterPro:IPR007529); contains InterPro domain DEAD/DEAH box helicase, N-terminal; (InterPro:IPR011545); contains InterPro domain Helicase, C-terminal; (InterPro:IPR001650)"
"Solyc01g006390",1,NA,NA
"Solyc01g006400",1,NA,NA
"Solyc01g006410",31,NA,NA
"Solyc01g006420",31,NA,NA
"Solyc01g006440",31,"AT5G19640","proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT1G32450.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABE93353.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABD32535.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABE93051.1); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)"
"Solyc01g006460",31,NA,NA
"Solyc01g006490",1,"AT5G13030","similar to Os06g0320700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057514.1); similar to hypothetical protein ebA6654 [Azoarcus sp. EbN1] (GB:YP_160826.1); contains InterPro domain Protein of unknown function UPF0061; (InterPro:IPR003846)"
"Solyc01g006530",31,NA,NA
"Solyc01g006540",31,"AT3G45140","Chloroplast lipoxygenase required for wound-induced jasmonic acid accumulation in Arabidopsis.Mutants are resistant to Staphylococcus aureus and accumulate salicylic acid upon infection."
"Solyc01g006545",31,NA,NA
"Solyc01g006560",31,"AT3G45140","Chloroplast lipoxygenase required for wound-induced jasmonic acid accumulation in Arabidopsis.Mutants are resistant to Staphylococcus aureus and accumulate salicylic acid upon infection."
"Solyc01g006565",31,NA,NA
"Solyc01g006570",31,NA,NA
"Solyc01g006575",31,NA,NA
"Solyc01g006580",31,NA,NA
"Solyc01g006590",31,NA,NA
"Solyc01g006600",31,NA,NA
"Solyc01g006610",31,NA,NA
"Solyc01g006620",31,"AT3G57880","C2 domain-containing protein; similar to C2 domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G51570.1); similar to NTRB (NADPH-dependent thioredoxin reductase B) [Arabidopsis thaliana] (TAIR:AT4G11610.1); similar to C2 domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G12970.1); similar to C2 [Medicago truncatula] (GB:ABD33426.1); similar to C2 [Medicago truncatula] (GB:ABE89860.1); similar to C2 [Medicago truncatula] (GB:ABE85066.1); contains InterPro domain C2; (InterPro:IPR000008); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain Phosphoribosyltransferase C-terminal, plant; (InterPro:IPR013583); contains InterPro domain C2 calcium/lipid-binding region, CaLB; (InterPro:IPR008973)"
"Solyc01g006640",31,NA,NA
"Solyc01g006720",32,"AT5G06530","ABC transporter family protein; Identical to White-brown complex homolog protein 23 (WBC23) [Arabidopsis Thaliana] (GB:Q93YS4;GB:Q94EX0;GB:Q9FG17); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT3G52310.1); similar to Putative ABC transporter [Oryza sativa (japonica cultivar-group)] (GB:AAM51832.1); similar to Os03g0157400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049014.1); contains InterPro domain ABC-2 type transporter; (InterPro:IPR013525); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)"
"Solyc01g006730",1,"AT2G38910","member of Calcium Dependent Protein Kinase"
"Solyc01g006830",1,NA,NA
"Solyc01g006840",30,"AT3G10660","predicted to encode calcium-dependent  protein kinase and is localized to the ER. Protein is myristoylated in a cell-free extract. Changing the proposed myristoylated site, G residue in the amino terminal,  to A prevented the meristoylation .  The G to A mutation decreased AtCPK2 membrane association by approximately 50%."
"Solyc01g006960",25,"AT5G16280","binding; similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF99240.1); similar to Os03g0786900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051493.1); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"Solyc01g007080",31,NA,NA
"Solyc01g007130",32,NA,NA
"Solyc01g007140",10,NA,NA
"Solyc01g007260",32,NA,NA
"Solyc01g007760",13,"AT2G36010","Member of the E2F transcription factors, (cell cycle genes), key components of the cyclin D/retinoblastoma/E2F pathway."
"Solyc01g007870",8,"AT3G11600","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G06270.1); similar to H0913C04.5 [Oryza sativa (indica cultivar-group)] (GB:CAJ86164.1); similar to Os04g0415000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052757.1); similar to Os02g0536500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047044.1)"
"Solyc01g007895",10,NA,NA
"Solyc01g007920",2,"AT5G23230","isochorismatase hydrolase family protein; similar to isochorismatase hydrolase family protein [Arabidopsis thaliana] (TAIR:AT5G23220.1); similar to isochorismatase hydrolase family protein [Musa acuminata] (GB:ABF70079.1); contains InterPro domain Isochorismatase hydrolase; (InterPro:IPR000868)"
"Solyc01g007960",30,"AT1G70520","protein kinase family protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G70530.1); similar to Protein kinase domain containing protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA93633.2); similar to Os05g0130100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054549.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Protein of unknown function DUF26; (InterPro:IPR002902); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
"Solyc01g008240",36,"AT3G19940","sugar transporter, putative; Identical to Sugar transport protein 10 (Hexose transporter 10) (STP10) [Arabidopsis Thaliana] (GB:Q9LT15;GB:O81707); similar to STP11 (SUGAR TRANSPORTER 11), carbohydrate transporter/ sugar porter [Arabidopsis thaliana] (TAIR:AT5G23270.1); similar to STP4 (SUGAR TRANSPORTER 4), carbohydrate transporter/ sugar porter [Arabidopsis thaliana] (TAIR:AT3G19930.1); similar to monosaccharide transporter (STP9) [Arabidopsis thaliana] (TAIR:AT1G50310.1); similar to putative monosaccharide transporter 1 [Petunia x hybrida] (GB:AAC61852.1); similar to monosaccharide transport protein 1 [Zea mays] (GB:AAT90503.1); similar to monosaccharid transporter [Nicotiana tabacum] (GB:CAA47324.1); contains InterPro domain Sugar transporter; (InterPro:IPR003663); contains InterPro domain Sugar transporter superfamily; (InterPro:IPR005829); contains InterPro domain Major facilitator superfamily; (InterPro:IPR007114); contains InterPro domain General substrate transporter; (InterPro:IPR005828)"
"Solyc01g008350",19,NA,NA
"Solyc01g008420",21,"AT1G51340","MATE efflux family protein; similar to FRD3 (FERRIC REDUCTASE DEFECTIVE 3), antiporter [Arabidopsis thaliana] (TAIR:AT3G08040.1); similar to Os03g0216700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049386.1); similar to Os10g0206800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064314.1); similar to MATE efflux family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF94649.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"
"Solyc01g008497",11,NA,NA
"Solyc01g008500",18,NA,NA
"Solyc01g008510",28,NA,NA
"Solyc01g008530",25,"AT1G51410","similar to Eucalyptus gunnii alcohol dehydrogenase of unknown physiological function (GI:1143445), apple tree, PIR:T16995; NOT a cinnamyl-alcohol dehydrogenase"
"Solyc01g008540",11,"AT5G19440","similar to Eucalyptus gunnii alcohol dehydrogenase of unknown physiological function (GI:1143445), apple tree, PIR:T16995; NOT a cinnamyl-alcohol dehydrogenase"
"Solyc01g008570",11,NA,NA
"Solyc01g008580",11,"AT1G31260","member of Fe(II) transporter isolog family"
"Solyc01g008590",11,NA,NA
"Solyc01g008610",5,NA,NA
"Solyc01g008620",12,NA,NA
"Solyc01g008640",5,NA,NA
"Solyc01g008650",12,NA,NA
"Solyc01g008660",2,NA,NA
"Solyc01g008670",12,NA,NA
"Solyc01g008710",12,"AT5G66460","(1-4)-beta-mannan endohydrolase, putative; similar to (1-4)-beta-mannan endohydrolase, putative [Arabidopsis thaliana] (TAIR:AT3G10890.1); similar to hypothetical protein [Thellun (GB:ABB45852.1); contains InterPro domain Glycoside hydrolase, family 5; (InterPro:IPR001547)"
"Solyc01g008720",5,"AT5G66460","(1-4)-beta-mannan endohydrolase, putative; similar to (1-4)-beta-mannan endohydrolase, putative [Arabidopsis thaliana] (TAIR:AT3G10890.1); similar to hypothetical protein [Thellun (GB:ABB45852.1); contains InterPro domain Glycoside hydrolase, family 5; (InterPro:IPR001547)"
"Solyc01g008730",17,"AT5G06950","Transcription factor of the B-ZIP family that has high affinity for C-box motifs. Interacts with NPR1 and may regulate PR gene expression. Phosphorylated by a CK2-like protein in vitro. Phosphorylation is enhanced by salicylic acid treatment."
"Solyc01g008740",5,"AT5G12180","member of Calcium Dependent Protein Kinase"
"Solyc01g008780",4,"AT4G29070","similar to hypothetical protein [Platanus x acerifolia] (GB:CAL07987.1); contains domain Phospholipase A2, PLA2 (SSF48619); contains domain no description (G3D.1.20.90.10)"
"Solyc01g008790",17,"AT2G26870","phosphoesterase family protein; similar to phosphoesterase family protein [Arabidopsis thaliana] (TAIR:AT1G07230.1); similar to putative phospholipase [Oryza sativa] (GB:AAK82449.1); similar to Os01g0955000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045435.1); contains InterPro domain Phosphoesterase; (InterPro:IPR007312)"
"Solyc01g008830",12,"AT5G21105","L-ascorbate oxidase/ copper ion binding; similar to L-ascorbate oxidase, putative [Arabidopsis thaliana] (TAIR:AT5G21100.1); similar to ascorbate oxidase [Brassica juncea] (GB:AAF20933.1); similar to ascorbate oxidase [Brassica juncea] (GB:AAF20931.1); similar to ascorbate oxidase [Brassica juncea] (GB:AAF20932.1); contains InterPro domain Multicopper oxidase, copper-binding site; (InterPro:IPR002355); contains InterPro domain Cupredoxin; (InterPro:IPR008972); contains InterPro domain Multicopper oxidase, type 3; (InterPro:IPR011707); contains InterPro domain Multicopper oxidase, type 2; (InterPro:IPR011706); contains InterPro domain Multicopper oxidase, type 1; (InterPro:IPR001117)"
"Solyc01g008870",12,"AT2G02800","Encodes protein kinase APK2b."
"Solyc01g008973",11,NA,NA
"Solyc01g009030",3,"AT5G12290","similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF96236.1)"
"Solyc01g009120",12,NA,NA
"Solyc01g009210",1,NA,NA
"Solyc01g009245",29,NA,NA
"Solyc01g009307",4,NA,NA
"Solyc01g009340",34,NA,NA
"Solyc01g009370",10,"AT2G40890","encodes coumarate 3-hydroxylase (C3H), a P450-dependent monooxygenase. Involved in lignin biosynthesis and flavonoid biosynthesis.  Also affects the biosynthesis of coumarins such as scopoletin and scopolin as a branching-out-pathway from the phenylpropanoid acid level."
"Solyc01g009390",17,NA,NA
"Solyc01g009480",10,"AT3G44510","similar to esterase/lipase/thioesterase family protein [Arabidopsis thaliana] (TAIR:AT1G08310.2); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE93175.1); contains domain no description (G3D.3.40.50.1820); contains domain E set domains (SSF81296)"
"Solyc01g009500",29,"AT3G44510","similar to esterase/lipase/thioesterase family protein [Arabidopsis thaliana] (TAIR:AT1G08310.2); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE93175.1); contains domain no description (G3D.3.40.50.1820); contains domain E set domains (SSF81296)"
"Solyc01g009530",6,NA,NA
"Solyc01g009715",24,NA,NA
"Solyc01g009730",17,NA,NA
"Solyc01g009860",32,NA,NA
"Solyc01g009900",22,NA,NA
"Solyc01g009970",13,"AT2G35450","hydrolase; similar to Os04g0391900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052646.1); similar to OSIGBa0145N07.5 [Oryza sativa (indica cultivar-group)] (GB:CAH66449.1); similar to amidohydrolase 2 [Solibacter usitatus Ellin6076] (GB:YP_827743.1); contains InterPro domain Amidohydrolase 2; (InterPro:IPR006992)"
"Solyc01g010035",24,NA,NA
"Solyc01g010055",32,NA,NA
"Solyc01g010080",17,"AT4G32650","member of Stelar K+ outward rectifying channel (SKOR) family"
"Solyc01g010130",32,NA,NA
"Solyc01g010135",32,NA,NA
"Solyc01g010150",30,"AT1G69040","ACT-domain containing protein involved in feedback regulation of amino acid metabolism"
"Solyc01g010180",26,NA,NA
"Solyc01g010200",34,NA,NA
"Solyc01g010240",14,"AT1G69180","Putative transcription factor with zinc finger and helix-loop-helix domains, the later similar to HMG boxes. Involved in specifying abaxial cell fate in the carpel. Four putative LFY binding sites (CCANTG) and two potential binding sites for MADS box proteins known as CArG boxes (CC(A/T)6GG) were found in the region spanning 3.8 Kb upstream of the CRC coding region."
"Solyc01g010250",32,"AT1G13700","glucosamine/galactosamine-6-phosphate isomerase family protein; similar to EMB2024 (EMBRYO DEFECTIVE 2024), catalytic [Arabidopsis thaliana] (TAIR:AT5G24400.1); similar to putative 6-phosphogluconolactonase [Oryza sativa (japonica cultivar-group)] (GB:BAC83870.1); contains InterPro domain 6-phosphogluconolactonase; (InterPro:IPR005900); contains InterPro domain Glucosamine/galactosamine-6-phosphate isomerase; (InterPro:IPR006148)"
"Solyc01g010270",34,NA,NA
"Solyc01g010295",23,NA,NA
"Solyc01g010310",25,NA,NA
"Solyc01g010390",30,"AT1G26560","glycosyl hydrolase family 1 protein; similar to glycosyl hydrolase family 1 protein [Arabidopsis thaliana] (TAIR:AT5G54570.1); similar to Os03g0212800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049358.1); similar to beta-glucosidase, putative [Medicago truncatula] (GB:ABE90952.1); similar to Putative beta-glucosidase [Oryza sativa] (GB:AAK92581.1); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)"
"Solyc01g010460",12,NA,NA
"Solyc01g010501",5,NA,NA
"Solyc01g010502",5,NA,NA
"Solyc01g010506",17,NA,NA
"Solyc01g010508",9,NA,NA
"Solyc01g010510",20,"AT1G26900","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT2G22410.1); similar to Pancreatic ribonuclease; Tetratricopeptide-like helical [Medicago truncatula] (GB:ABE87347.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"Solyc01g010530",11,"AT5G26250","sugar transporter, putative; Identical to Sugar transport protein 8 (Hexose transporter 8) (STP8) [Arabidopsis Thaliana] (GB:Q9SBA7;GB:O81492); similar to sugar transporter, putative [Arabidopsis thaliana] (TAIR:AT3G05960.1); similar to monosaccharide transporter [Populus tremula x Populus tremuloides] (GB:CAG27608.1); contains InterPro domain Sugar transporter; (InterPro:IPR003663); contains InterPro domain Sugar transporter superfamily; (InterPro:IPR005829); contains InterPro domain Major facilitator superfamily; (InterPro:IPR007114); contains InterPro domain General substrate transporter; (InterPro:IPR005828)"
"Solyc01g010550",11,NA,NA
"Solyc01g010600",30,NA,NA
"Solyc01g010640",1,NA,NA
"Solyc01g010700",12,NA,NA
"Solyc01g010710",35,NA,NA
"Solyc01g010720",5,NA,NA
"Solyc01g010740",4,"AT1G14420","AT59 (Arabidopsis homolog of tomato LAT59); lyase/ pectate lyase; Identical to Probable pectate lyase 3 precursor (EC 4.2.2.2) (Pectate lyase A2) (AT59) [Arabidopsis Thaliana] (GB:Q9M9S2;GB:O23665); similar to pectate lyase family protein [Arabidopsis thaliana] (TAIR:AT2G02720.1); similar to Probable pectate lyase P59 precursor (GB:P15722); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Pectate lyase/Amb allergen; (InterPro:IPR002022); contains InterPro domain Pectate lyase, N-terminal; (InterPro:IPR007524); contains InterPro domain Pectolytic enzyme, Pectin lyase fold; (InterPro:IPR012334)"
"Solyc01g010750",30,NA,NA
"Solyc01g010780",32,"AT5G15080","protein kinase, putative; similar to kinase [Arabidopsis thaliana] (TAIR:AT3G28690.2); similar to protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G01300.1); similar to Os01g0588500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043435.1); similar to serine/threonine protein kinase-like [Solanum tuberosum] (GB:AAU89742.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
